generated_at,league_key,competition,fixture_id,utcDate_fixture,date_fixture,matchday_fixture,rank,kind,utcDate_prev,matchday_prev,home_prev,away_prev,score_fulltime_prev,target_team,target_side_in_prev,target_pos_then,opponent,opponent_pos_then,target_gfpg_then,target_gapg_then,opponent_gfpg_then,opponent_gapg_then,delta_total,delta_total_val,match_id_prev
2026-02-15 15:40:35,PL,PL,538048,2026-02-21T15:00:00Z,2026-02-21,27,1,home,2026-01-01T20:00:00Z,19,Brentford FC,Tottenham Hotspur FC,0-0,Brentford FC,HOME,8,Tottenham Hotspur FC,11,1.556,1.444,1.500,1.278,0.338,0.3376068376068375,537968
2026-02-15 15:40:35,PL,PL,538048,2026-02-21T15:00:00Z,2026-02-21,27,2,away,2025-09-13T14:00:00Z,4,AFC Bournemouth,Brighton & Hove Albion FC,2-1,Brighton & Hove Albion FC,AWAY,11,AFC Bournemouth,7,1.000,1.333,1.333,1.333,0.551,0.5512820512820515,537815
2026-02-15 15:40:35,PL,PL,538048,2026-02-21T15:00:00Z,2026-02-21,27,3,away,2025-10-25T16:30:00Z,9,Manchester United FC,Brighton & Hove Albion FC,4-2,Brighton & Hove Albion FC,AWAY,10,Manchester United FC,9,1.500,1.375,1.375,1.500,0.577,0.5769230769230769,537872
2026-02-15 15:40:35,PL,PL,538048,2026-02-21T15:00:00Z,2026-02-21,27,4,home,2026-01-25T14:00:00Z,23,Brentford FC,Nottingham Forest FC,0-2,Brentford FC,HOME,7,Nottingham Forest FC,17,1.591,1.364,0.955,1.545,0.661,0.6608391608391604,538008
2026-02-15 15:40:35,PL,PL,538048,2026-02-21T15:00:00Z,2026-02-21,27,5,away,2025-12-13T15:00:00Z,16,Liverpool FC,Brighton & Hove Albion FC,2-0,Brighton & Hove Albion FC,AWAY,8,Liverpool FC,10,1.667,1.400,1.600,1.600,0.767,0.7666666666666666,537941
2026-02-15 15:40:35,PL,PL,538048,2026-02-21T15:00:00Z,2026-02-21,27,6,home,2025-12-27T15:00:00Z,18,Brentford FC,AFC Bournemouth,4-1,Brentford FC,HOME,12,AFC Bournemouth,15,1.412,1.471,1.529,1.706,0.871,0.8710407239819002,537958
2026-02-15 15:40:35,PL,PL,538048,2026-02-21T15:00:00Z,2026-02-21,27,7,home,2025-11-09T14:00:00Z,11,Brentford FC,Newcastle United FC,3-1,Brentford FC,HOME,12,Newcastle United FC,13,1.400,1.600,1.000,1.100,0.908,0.9076923076923078,537888
2026-02-15 15:40:35,PL,PL,538048,2026-02-21T15:00:00Z,2026-02-21,27,8,home,2025-12-14T16:30:00Z,16,Brentford FC,Leeds United FC,1-1,Brentford FC,HOME,14,Leeds United FC,16,1.400,1.600,1.267,1.933,1.059,1.0589743589743592,537938
2026-02-15 15:40:35,PL,PL,538048,2026-02-21T15:00:00Z,2026-02-21,27,9,away,2025-11-09T14:00:00Z,11,Crystal Palace FC,Brighton & Hove Albion FC,0-0,Brighton & Hove Albion FC,AWAY,10,Crystal Palace FC,9,1.700,1.500,1.400,0.900,1.169,1.1692307692307695,537887
2026-02-15 15:40:35,PL,PL,538048,2026-02-21T15:00:00Z,2026-02-21,27,10,away,2025-09-27T14:00:00Z,6,Chelsea FC,Brighton & Hove Albion FC,1-3,Brighton & Hove Albion FC,AWAY,14,Chelsea FC,6,1.200,1.600,2.000,1.000,1.208,1.2076923076923078,537838
2026-02-15 15:40:35,PL,PL,538048,2026-02-21T15:00:00Z,2026-02-21,27,11,home,2025-09-27T11:30:00Z,6,Brentford FC,Manchester United FC,3-1,Brentford FC,HOME,17,Manchester United FC,11,1.200,2.000,1.200,1.600,1.392,1.3923076923076925,537837
