generated_at,league_key,competition,fixture_id,utcDate_fixture,date_fixture,matchday_fixture,rank,kind,utcDate_prev,matchday_prev,home_prev,away_prev,score_fulltime_prev,target_team,target_side_in_prev,target_pos_then,opponent,opponent_pos_then,target_gfpg_then,target_gapg_then,opponent_gfpg_then,opponent_gapg_then,delta_total,delta_total_val,match_id_prev,fd_source_file,fd_schema_hint,date_prev,mapped_home,mapped_away,teammap_home_score,teammap_away_score,teammap_home_risk,teammap_away_risk,fd_found,fd_FTHG,fd_FTAG,fd_FTR,fd_HTHG,fd_HTAG,fd_HTR,fd_HS,fd_AS,fd_HST,fd_AST,fd_HF,fd_AF,fd_HC,fd_AC,fd_HY,fd_AY,fd_HR,fd_AR
2026-02-15 15:40:42,PD,PD,544455,2026-02-21T15:15:00Z,2026-02-21,25,1,home,2026-02-01T15:15:00Z,22,Real Betis Balompié,Valencia CF,2-1,Real Betis Balompié,HOME,6,Valencia CF,14,1.619,1.286,1.048,1.571,0.48,0.4803312629399586,544422,SP1.csv,data.co.uk classic (HomeTeam/AwayTeam),2026-02-01,betis,valencia,0.9263,1.0,ok,ok,True,2.0,1.0,H,1.0,1.0,D,14.0,15.0,2.0,4.0,15.0,13.0,3.0,5.0,0.0,4.0,0.0,0.0
2026-02-15 15:40:42,PD,PD,544455,2026-02-21T15:15:00Z,2026-02-21,25,2,home,2025-11-02T20:00:00Z,11,Real Betis Balompié,RCD Mallorca,3-0,Real Betis Balompié,HOME,6,RCD Mallorca,16,1.5,1.2,1.1,1.5,0.509,0.5086956521739133,544314,SP1.csv,data.co.uk classic (HomeTeam/AwayTeam),2025-11-02,betis,mallorca,0.9263,0.9667,ok,ok,True,3.0,0.0,H,3.0,0.0,H,15.0,14.0,8.0,1.0,9.0,8.0,4.0,5.0,0.0,3.0,0.0,0.0
2026-02-15 15:40:42,PD,PD,544455,2026-02-21T15:15:00Z,2026-02-21,25,3,away,2025-12-07T17:30:00Z,15,RCD Espanyol de Barcelona,Rayo Vallecano de Madrid,1-0,Rayo Vallecano de Madrid,AWAY,9,RCD Espanyol de Barcelona,6,0.929,1.071,1.286,1.143,0.646,0.6459627329192549,544354,SP1.csv,data.co.uk classic (HomeTeam/AwayTeam),2025-12-07,barcelona,vallecano,0.9409,0.9429,ok,ok,False,,,,,,,,,,,,,,,,,,
2026-02-15 15:40:42,PD,PD,544455,2026-02-21T15:15:00Z,2026-02-21,25,4,home,2025-09-19T19:00:00Z,5,Real Betis Balompié,Real Sociedad de Fútbol,3-1,Real Betis Balompié,HOME,11,Real Sociedad de Fútbol,17,1.25,1.25,1.0,1.5,0.674,0.6739130434782609,544253,SP1.csv,data.co.uk classic (HomeTeam/AwayTeam),2025-09-19,betis,sociedad,0.9263,0.94,ok,ok,True,3.0,1.0,H,1.0,1.0,D,21.0,11.0,6.0,5.0,7.0,20.0,3.0,5.0,3.0,7.0,0.0,0.0
2026-02-15 15:40:42,PD,PD,544455,2026-02-21T15:15:00Z,2026-02-21,25,5,away,2026-01-18T17:30:00Z,20,RC Celta de Vigo,Rayo Vallecano de Madrid,3-0,Rayo Vallecano de Madrid,AWAY,10,RC Celta de Vigo,7,0.842,1.158,1.316,1.053,0.675,0.6750572082379863,544402,SP1.csv,data.co.uk classic (HomeTeam/AwayTeam),2026-01-18,celta,vallecano,0.9385,0.9429,ok,ok,True,3.0,0.0,H,1.0,0.0,H,11.0,14.0,7.0,3.0,7.0,14.0,5.0,7.0,4.0,3.0,0.0,1.0
2026-02-15 15:40:42,PD,PD,544455,2026-02-21T15:15:00Z,2026-02-21,25,6,home,2025-09-28T19:00:00Z,7,Real Betis Balompié,CA Osasuna,2-0,Real Betis Balompié,HOME,9,CA Osasuna,13,1.5,1.167,0.833,0.833,0.71,0.7101449275362318,544273,SP1.csv,data.co.uk classic (HomeTeam/AwayTeam),2025-09-28,betis,osasuna,0.9263,0.97,ok,ok,True,2.0,0.0,H,2.0,0.0,H,12.0,12.0,6.0,1.0,6.0,7.0,5.0,5.0,0.0,1.0,0.0,0.0
2026-02-15 15:40:42,PD,PD,544455,2026-02-21T15:15:00Z,2026-02-21,25,7,home,2025-11-23T15:15:00Z,13,Real Betis Balompié,Girona FC,1-1,Real Betis Balompié,HOME,5,Girona FC,18,1.583,1.083,0.917,2.0,0.859,0.8586956521739133,544332,SP1.csv,data.co.uk classic (HomeTeam/AwayTeam),2025-11-23,betis,girona,0.9263,1.0,ok,ok,True,1.0,1.0,D,0.0,1.0,A,23.0,11.0,7.0,4.0,10.0,16.0,8.0,0.0,3.0,4.0,1.0,0.0
2026-02-15 15:40:42,PD,PD,544455,2026-02-21T15:15:00Z,2026-02-21,25,8,away,2025-11-01T13:00:00Z,11,Villarreal CF,Rayo Vallecano de Madrid,4-0,Rayo Vallecano de Madrid,AWAY,7,Villarreal CF,3,1.2,1.0,1.8,1.0,1.0,1.0,544320,SP1.csv,data.co.uk classic (HomeTeam/AwayTeam),2025-11-01,villarreal,vallecano,1.0,0.9429,ok,ok,True,4.0,0.0,H,1.0,0.0,H,16.0,13.0,7.0,3.0,7.0,11.0,3.0,5.0,1.0,1.0,0.0,0.0
2026-02-15 15:40:42,PD,PD,544455,2026-02-21T15:15:00Z,2026-02-21,25,9,away,2026-02-01T13:00:00Z,22,Real Madrid CF,Rayo Vallecano de Madrid,2-1,Rayo Vallecano de Madrid,AWAY,16,Real Madrid CF,2,0.81,1.333,2.143,0.81,1.075,1.074534161490683,544430,SP1.csv,data.co.uk classic (HomeTeam/AwayTeam),2026-02-01,real madrid,vallecano,1.0,0.9429,ok,ok,True,2.0,1.0,H,1.0,0.0,H,16.0,11.0,6.0,4.0,6.0,18.0,9.0,4.0,2.0,8.0,0.0,2.0
2026-02-15 15:40:42,PD,PD,544455,2026-02-21T15:15:00Z,2026-02-21,25,10,away,2025-08-25T17:30:00Z,2,Athletic Club,Rayo Vallecano de Madrid,1-0,Rayo Vallecano de Madrid,AWAY,2,Athletic Club,5,3.0,1.0,3.0,2.0,4.565,4.565217391304348,544221,SP1.csv,data.co.uk classic (HomeTeam/AwayTeam),2025-08-25,valencia,vallecano,0.5,0.9429,low_score,ok,False,,,,,,,,,,,,,,,,,,
